Word,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos,word,log_freq,rt,url,trial_type,trial_index,time_elapsed,internal_node_id,subject,survey_code,stimulus,key_press,sensible,critical,Class,practice,order,string,same,version_with_order,item_version,item,source,ambiguity_type,response,correct_response,Gender,Native_Speaker,Mobile_Device,Age,B1,B2,version,bot_avg,log_rt,rt_z,count.x,prior_accuracy,prior_rt,distance_bert,distance_elmo,mean_relatedness,median_relatedness,sd_relatedness,se_relatedness,count.y,length
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1648,NA,html-keyboard-response,85,177059,0.0-38.0-1.0,pkdjpfjoeg,pkdjpfjoeg,It was a reddish orange.<p>,77,S,yes,N,main,second,orange,FALSE,M1_a_M2_b,M2_b,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,19,2,Chair,M1_a_M2_b,1,7.40731771,0.723642378,55,0.733333333,7.39930619,0.273911238,0.052660882,1,0,1.414213562,0.471404521,9,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,692,NA,html-keyboard-response,89,97779,0.0-40.0-1.0,frtrw4oq76,frtrw4oq76,It was a reddish orange.<p>,77,S,yes,N,main,second,orange,FALSE,M1_a_M2_b,M2_b,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,21,2,Chair,M1_a_M2_b,1,6.539585956,-0.645320375,54,0.733333333,7.39930619,0.273911238,0.052660882,1,0,1.414213562,0.471404521,9,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,721,NA,html-keyboard-response,159,207347,0.0-75.0-1.0,7ny7hcx86z,7ny7hcx86z,It was a bright orange.<p>,77,S,yes,N,main,second,orange,FALSE,M1_b_M2_a,M2_a,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,20,2,Chair,M1_b_M2_a,1,6.580639137,-0.704716601,55,0.708333333,7.278541942,0.236619532,0.085292876,2.5,3,1.603567451,0.56694671,8,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,787,NA,html-keyboard-response,219,407397,0.0-105.0-1.0,5nr7rhj7go,5nr7rhj7go,It was a reddish orange.<p>,88,S,yes,N,main,second,orange,FALSE,M1_a_M2_b,M2_b,28,Klepousniotou et al (2008),Polysemy,N,FALSE,Female,Yes,No,22,2,Chair,M1_a_M2_b,1,6.668228248,-0.695533049,54,0.733333333,7.39930619,0.273911238,0.052660882,1,0,1.414213562,0.471404521,9,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1536,NA,html-keyboard-response,241,656473,0.0-116.0-1.0,enn8tvojtx,enn8tvojtx,It was a bright orange.<p>,88,S,yes,N,main,second,orange,TRUE,M2_b_M2_a,M2_a,28,Klepousniotou et al (2008),Polysemy,N,FALSE,Female,Yes,No,22,2,Chair,M2_a_M2_b,1,7.336936914,-0.272163683,54,0.708333333,7.278541942,0.122556508,0.056215107,4,4,0,0,9,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1045,NA,html-keyboard-response,101,177390,0.0-46.0-1.0,wetmoqx0zb,wetmoqx0zb,It was a ripe orange.<p>,77,S,yes,N,main,second,orange,FALSE,M2_a_M1_b,M1_b,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,19,2,Chair,M1_b_M2_a,1,6.951772164,-0.161306613,54,1,7.197894077,0.236619532,0.085292876,2.5,3,1.603567451,0.56694671,8,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,670,NA,html-keyboard-response,159,852329,0.0-75.0-1.0,m1btvzg8r4,m1btvzg8r4,It was a juicy orange.<p>,77,S,yes,N,main,second,orange,TRUE,M1_b_M1_a,M1_a,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Prefer not to answer,Yes,No,19,2,Chair,M1_a_M1_b,1,6.507277712,-0.7060765,49,0.84,7.137126045,0.083839953,0.051941872,3.65,4,0.988086934,0.220942955,20,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1045,NA,html-keyboard-response,195,353906,0.0-93.0-1.0,rj6lax1lhx,rj6lax1lhx,It was a juicy orange.<p>,77,S,yes,N,main,second,orange,FALSE,M2_a_M1_a,M1_a,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Male,Yes,No,20,2,Chair,M1_a_M2_a,1,6.951772164,-0.488691224,55,0.84,7.137126045,0.307211459,0.065273941,2,2,1.763834207,0.404651319,19,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,992,NA,html-keyboard-response,151,316455,0.0-71.0-1.0,kd82tcwawt,kd82tcwawt,It was a juicy orange.<p>,77,S,yes,N,main,second,orange,FALSE,M2_a_M1_a,M1_a,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Male,Yes,No,22,2,Chair,M1_a_M2_a,1,6.899723107,-0.584054972,56,0.84,7.137126045,0.307211459,0.065273941,2,2,1.763834207,0.404651319,19,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1064,NA,html-keyboard-response,65,119724,0.0-28.0-1.0,1z9syku1zv,1z9syku1zv,It was a juicy orange.<p>,77,S,yes,N,main,second,orange,FALSE,M2_b_M1_a,M1_a,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,22,2,Chair,M1_a_M2_b,1,6.96979067,-0.244505457,50,0.84,7.137126045,0.273911238,0.052660882,1,0,1.414213562,0.471404521,9,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,3201,NA,html-keyboard-response,113,280446,0.0-52.0-1.0,6kznqk19g0,6kznqk19g0,It was a juicy orange.<p>,77,S,yes,N,main,second,orange,FALSE,M2_b_M1_a,M1_a,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,19,2,Chair,M1_a_M2_b,1,8.07121854,2.259951063,53,0.84,7.137126045,0.273911238,0.052660882,1,0,1.414213562,0.471404521,9,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,900,NA,html-keyboard-response,173,305464,0.0-82.0-1.0,olmezpljzz,olmezpljzz,It was a ripe orange.<p>,77,S,yes,N,main,second,orange,TRUE,M1_a_M1_b,M1_b,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,21,2,Chair,M1_a_M1_b,1,6.802394763,-0.442071735,54,1,7.197894077,0.083839953,0.051941872,3.65,4,0.988086934,0.220942955,20,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,664,NA,html-keyboard-response,71,69856,0.0-31.0-1.0,as579xkfbo,as579xkfbo,It was a bright orange.<p>,77,S,yes,N,main,second,orange,FALSE,M1_a_M2_a,M2_a,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Male,Yes,No,20,2,Chair,M1_a_M2_a,1,6.498282149,-0.813687213,43,0.708333333,7.278541942,0.307211459,0.065273941,2,2,1.763834207,0.404651319,19,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,2050,NA,html-keyboard-response,137,186898,0.0-64.0-1.0,a298r5car0,a298r5car0,It was a reddish orange.<p>,77,S,yes,N,main,second,orange,FALSE,M1_a_M2_b,M2_b,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Male,Yes,No,21,2,Chair,M1_a_M2_b,1,7.625595072,1.987081447,53,0.733333333,7.39930619,0.273911238,0.052660882,1,0,1.414213562,0.471404521,9,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1244,NA,html-keyboard-response,107,197618,0.0-49.0-1.0,akwl4psato,akwl4psato,It was a bright orange.<p>,77,S,yes,N,main,second,orange,TRUE,M2_b_M2_a,M2_a,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,22,2,Chair,M2_a_M2_b,1,7.126087273,-0.454516299,55,0.708333333,7.278541942,0.122556508,0.056215107,4,4,0,0,9,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1006,NA,html-keyboard-response,221,397177,0.0-106.0-1.0,7vyo78o3be,7vyo78o3be,It was a ripe orange.<p>,77,S,yes,N,main,second,orange,TRUE,M1_a_M1_b,M1_b,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,20,2,Chair,M1_a_M1_b,1,6.913737351,-0.558569855,55,1,7.197894077,0.083839953,0.051941872,3.65,4,0.988086934,0.220942955,20,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1374,NA,html-keyboard-response,107,259683,0.0-49.0-1.0,5fbhmsbl55,5fbhmsbl55,It was a reddish orange.<p>,77,S,yes,N,main,second,orange,FALSE,M1_a_M2_b,M2_b,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,18,2,Chair,M1_a_M2_b,1,7.225481473,-0.035235518,53,0.733333333,7.39930619,0.273911238,0.052660882,1,0,1.414213562,0.471404521,9,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,2002,NA,html-keyboard-response,59,205494,0.0-25.0-1.0,h7cgtx628g,h7cgtx628g,It was a ripe orange.<p>,77,S,yes,N,main,second,orange,FALSE,M2_b_M1_b,M1_b,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,24,2,Chair,M1_b_M2_b,1,7.60190196,0.098508543,54,1,7.197894077,0.226773024,0.090670049,1.916666667,1.5,1.621353718,0.468044503,12,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1443,NA,html-keyboard-response,173,290006,0.0-82.0-1.0,nvgtmn37dw,nvgtmn37dw,It was a ripe orange.<p>,77,S,yes,N,main,second,orange,TRUE,M1_a_M1_b,M1_b,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,19,2,Chair,M1_a_M1_b,1,7.274479559,0.618296007,55,1,7.197894077,0.083839953,0.051941872,3.65,4,0.988086934,0.220942955,20,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,876,NA,html-keyboard-response,245,371959,0.0-118.0-1.0,gys2dbjx3b,gys2dbjx3b,It was a ripe orange.<p>,88,S,yes,N,main,second,orange,FALSE,M2_a_M1_b,M1_b,28,Klepousniotou et al (2008),Polysemy,N,FALSE,Female,Yes,No,21,2,Chair,M1_b_M2_a,1,6.775366091,-0.647103982,55,1,7.197894077,0.236619532,0.085292876,2.5,3,1.603567451,0.56694671,8,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1060,NA,html-keyboard-response,125,339328,0.0-58.0-1.0,7tvrurvkr3,7tvrurvkr3,It was a reddish orange.<p>,77,S,yes,N,main,second,orange,FALSE,M1_b_M2_b,M2_b,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Male,Yes,No,21,2,Chair,M1_b_M2_b,1,6.966024187,-0.277799107,54,0.733333333,7.39930619,0.226773024,0.090670049,1.916666667,1.5,1.621353718,0.468044503,12,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1669,NA,html-keyboard-response,229,320351,0.0-110.0-1.0,283uyzrpar,283uyzrpar,It was a reddish orange.<p>,77,S,yes,N,main,second,orange,TRUE,M2_a_M2_b,M2_b,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,20,2,Chair,M2_a_M2_b,1,7.419979924,1.856953672,54,0.733333333,7.39930619,0.122556508,0.056215107,4,4,0,0,9,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,670,NA,html-keyboard-response,119,298797,0.0-55.0-1.0,hgmzdnkj4a,hgmzdnkj4a,It was a juicy orange.<p>,77,S,yes,N,main,second,orange,FALSE,M2_b_M1_a,M1_a,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Male,Yes,No,18,2,Chair,M1_a_M2_b,1,6.507277712,-0.434514961,55,0.84,7.137126045,0.273911238,0.052660882,1,0,1.414213562,0.471404521,9,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1779,NA,html-keyboard-response,81,105823,0.0-36.0-1.0,urt1vxvzlz,urt1vxvzlz,It was a ripe orange.<p>,77,S,yes,N,main,second,orange,FALSE,M2_a_M1_b,M1_b,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,20,2,Chair,M1_b_M2_a,1,7.483806688,1.92261813,52,1,7.197894077,0.236619532,0.085292876,2.5,3,1.603567451,0.56694671,8,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,750,NA,html-keyboard-response,245,329132,0.0-118.0-1.0,7tkg86ol9v,7tkg86ol9v,It was a juicy orange.<p>,77,S,yes,N,main,second,orange,FALSE,M2_a_M1_a,M1_a,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,22,2,Chair,M1_a_M2_a,1,6.620073207,-0.341257216,53,0.84,7.137126045,0.307211459,0.065273941,2,2,1.763834207,0.404651319,19,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1387,NA,html-keyboard-response,209,553929,0.0-100.0-1.0,akckycx24g,akckycx24g,It was a juicy orange.<p>,88,S,yes,N,main,second,orange,FALSE,M2_b_M1_a,M1_a,28,Klepousniotou et al (2008),Polysemy,N,FALSE,Female,Yes,No,21,2,Chair,M1_a_M2_b,1,7.23489842,0.660562695,53,0.84,7.137126045,0.273911238,0.052660882,1,0,1.414213562,0.471404521,9,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,675,NA,html-keyboard-response,153,167718,0.0-72.0-1.0,0ajdaa03qg,0ajdaa03qg,It was a juicy orange.<p>,77,S,yes,N,main,second,orange,FALSE,M2_b_M1_a,M1_a,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,22,2,Chair,M1_a_M2_b,1,6.514712691,-0.510276451,54,0.84,7.137126045,0.273911238,0.052660882,1,0,1.414213562,0.471404521,9,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1467,NA,html-keyboard-response,223,372827,0.0-107.0-1.0,ay9r2x69w7,ay9r2x69w7,It was a bright orange.<p>,88,S,yes,N,main,second,orange,FALSE,M1_a_M2_a,M2_a,28,Klepousniotou et al (2008),Polysemy,N,FALSE,Female,Yes,No,21,2,Chair,M1_a_M2_a,1,7.290974778,0.131151076,55,0.708333333,7.278541942,0.307211459,0.065273941,2,2,1.763834207,0.404651319,19,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,1015,NA,html-keyboard-response,59,167730,0.0-25.0-1.0,gp53f6sonr,gp53f6sonr,It was a ripe orange.<p>,77,S,yes,N,main,second,orange,TRUE,M1_a_M1_b,M1_b,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,21,2,Chair,M1_a_M1_b,1,6.922643891,-0.55714563,55,1,7.197894077,0.083839953,0.051941872,3.65,4,0.988086934,0.220942955,20,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,2337,NA,html-keyboard-response,127,498284,0.0-59.0-1.0,qzynf2uvj4,qzynf2uvj4,It was a ripe orange.<p>,77,S,yes,N,main,second,orange,TRUE,M1_a_M1_b,M1_b,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,21,2,Chair,M1_a_M1_b,1,7.756623335,0.03026989,55,1,7.197894077,0.083839953,0.051941872,3.65,4,0.988086934,0.220942955,20,6
orange,0,4.66,0.9,0,29,1,1138,Adjective,orange,3.056523724,760,NA,html-keyboard-response,233,383983,0.0-112.0-1.0,nupc78rt6y,nupc78rt6y,It was a juicy orange.<p>,77,S,yes,N,main,second,orange,FALSE,M2_a_M1_a,M1_a,28,Klepousniotou et al (2008),Polysemy,S,TRUE,Female,Yes,No,19,2,Chair,M1_a_M2_a,1,6.633318433,-1.175634299,56,0.84,7.137126045,0.307211459,0.065273941,2,2,1.763834207,0.404651319,19,6
